Time	R1	R2	R3	R4	R5	R6	R7	R8	T1	T2	T3	T4	T5	T6	T7	T8	TEMP_BME	TEMP	HUM_BME	HUM	PM10	Biossido di Azoto	Ozono	Biossido Zolfo	Ossido di Carbonio
Jan 13 2021 10:00:00	121893.13725490196	138825.8431372549	728190.0392156863	604588.725490196	194537105.72549018	220266563.88235295	20430342.50980392	31405412.725490198	101.16470588235298	99.21176470588236	87.73921568627452	87.10980392156867	38.78235294117643	100.12941176470585	108.04901960784305	105.18431372549023	38.858823529411765	41.113725490196074	13.39803921568628	11.28823529411765	40	78	10	7	0.9
Jan 13 2021 11:00:00	166661.61666666667	172592.66666666666	610736.2166666667	531348.5	273303082.1666667	343718689.73333335	27427103.766666666	29472236.233333334	101.53833333333337	99.5	88.00833333333335	87.39666666666666	39.62999999999997	102.47666666666663	108.44500000000004	106.56833333333336	43.97166666666664	46.070000000000014	6.634999999999994	5.113333333333328	38	64	17	5	0.8
Jan 13 2021 12:00:00	178208.28333333333	169763.2	598955.8666666667	522936.86666666664	62819515.983333334	32283515.8	27815843.1	30479742.2	101.55666666666669	99.52166666666669	88.05166666666669	87.43666666666667	41.29500000000001	107.51333333333342	108.52500000000003	106.62999999999998	44.70166666666669	46.82333333333333	6.263333333333332	4.7016666666666636	30	55	23	5	0.7
Jan 13 2021 13:00:00	614261.35	165672.93333333332	596731.0833333334	518152.76666666666	17734627.283333335	338971.55	27049331.433333334	30340893.333333332	101.18833333333336	99.57000000000004	88.0933333333333	87.46833333333333	41.32000000000001	107.57000000000008	108.56166666666677	106.66833333333327	45.614999999999974	47.765000000000015	6.041666666666661	4.460000000000003	28	56	21	5	0.7
Jan 13 2021 14:00:00	196725.58333333334	154136.25	596870.8833333333	515575.38333333336	281309.26666666666	352469.1666666667	25814642.866666667	29775852.333333332	102.17166666666667	99.59500000000003	88.1616666666666	87.49	41.391666666666715	107.58833333333341	108.6000000000001	106.6999999999999	46.70333333333337	48.83833333333335	5.878333333333329	4.271666666666672	30	65	16	5	0.7
Jan 13 2021 15:00:00	206210.45762711865	148795.6779661017	600197.6779661017	514080.9830508475	310065.6271186441	385956.3220338983	24958610.169491526	29203146.27118644	102.12542372881356	99.59152542372884	88.1610169491525	87.49661016949152	41.39661016949157	107.58135593220345	108.59830508474585	106.67966101694905	46.73050847457624	48.903389830508544	5.954237288135588	4.3000000000000025	37	80	8	6	1.0
Jan 13 2021 16:00:00	213363.66666666666	143848.11666666667	604193.5166666667	514015.26666666666	351635.1	433010.5	23989284.833333332	28812599.9	102.12833333333337	99.54166666666666	88.11	87.47999999999995	41.34166666666668	107.5666666666667	108.56333333333333	106.6566666666667	45.99833333333334	48.153333333333315	5.9866666666666735	4.300000000000003	47	101	5	9	1.5
Jan 13 2021 17:00:00	219079.86666666667	140201.85	608733.5333333333	515397.26666666666	389996.9666666667	480144.7166666667	23375370.566666666	28347629.833333332	102.08000000000006	99.50333333333332	88.05166666666668	87.41500000000002	41.303333333333335	107.52166666666666	108.51666666666668	106.62333333333339	45.27833333333332	47.44833333333334	6.121666666666666	4.418333333333336	45	97	5	8	1.7
Jan 13 2021 18:00:00	226525.08333333334	138695.03333333333	610363.9	513919.05	497979.98333333334	661680.9666666667	22609803.4	27863624.066666666	102.07333333333332	99.50666666666663	88.01666666666668	87.38666666666668	40.94833333333331	106.21500000000002	108.47333333333329	106.58000000000006	45.05166666666665	47.22666666666669	6.055000000000003	4.3366666666666704	44	94	5	7	1.7
Jan 13 2021 19:00:00	228175.49152542374	135643.57627118644	617129.3389830509	515497.593220339	909345.7966101695	1360079.779661017	21960099.457627118	27243626.711864408	102.09152542372883	99.46779661016949	88.04745762711863	87.42881355932204	39.293220338983055	100.38474576271186	108.38474576271182	106.55084745762713	44.89999999999999	47.062711864406786	6.076271186440677	4.349152542372886	51	102	6	8	2.1
Jan 13 2021 20:00:00	226286.01666666666	136003.73333333334	622355.9	516572.9166666667	958773.95	1418758.6833333333	21092244.766666666	26660925.4	102.03500000000004	99.35166666666666	88.05166666666669	87.42666666666666	39.198333333333345	100.015	108.38666666666667	106.55000000000004	44.73500000000001	46.89166666666667	6.111666666666669	4.351666666666672	49	100	6	8	2.0
Jan 13 2021 21:00:00	227849.78333333333	134119.95	626381.1833333333	516226.93333333335	976551.55	1437713.4333333333	20273505.766666666	25997578	102.03333333333332	99.35166666666666	88.03500000000001	87.41833333333332	39.19166666666667	100.01	108.3566666666667	106.55333333333334	44.618333333333325	46.78166666666667	5.996666666666665	4.218333333333329	47	96	5	7	1.8
