,Time,T1,R1,T2,R2,T3,R3,T4,R4,T5,R5,T6,R6,T7,R7,T8,R8,TEMP_BME,TEMP,HUM_BME,HUM,PM10,Biossido di Azoto,Biossido Zolfo,Ozono,Ossido di Carbonio
15,2021-09-23 19:00:00,91.1366666666666,2010775.9666666663,89.55999999999999,1630509.4,96.35166666666667,46281298.03333333,96.1183333333333,64186423.06666667,104.77333333333335,225170691.2,104.27500000000003,165524141.06666666,97.09,175390289.33333334,103.11333333333336,152604456.26666668,2.0,34.723333333333336,21.5,25.691666666666663,25,37,1,53,0.8
16,2021-09-23 20:00:00,91.18666666666662,2274627.6333333333,89.58666666666667,1866470.6666666667,96.36666666666667,36944111.8,96.12833333333332,49972255.73333333,104.78166666666668,196539169.3333333,104.29333333333336,149842448.53333333,97.08166666666668,157106409.86666667,103.15000000000003,154106206.93333334,2.0,35.00166666666667,21.5,25.245,25,39,1,43,0.8
17,2021-09-23 21:00:00,91.22499999999997,2699899.65,89.62999999999998,2255112.1,96.40000000000003,19542765.05,96.21666666666664,20330741.666666668,104.83166666666668,132199201.46666668,104.31500000000004,112373449.06666666,97.13000000000002,109914002.13333334,103.16500000000002,143505159.6,2.0,35.57,21.5,24.60833333333333,25,37,1,36,0.9
18,2021-09-23 22:00:00,91.2474576271186,3217531.237288136,89.65762711864404,2760951.593220339,96.43389830508475,22654620.033898305,96.193220338983,27838181.711864408,104.84406779661016,143461856.94915253,104.34237288135591,118383072.40677966,97.12372881355928,119170544.54237288,103.18474576271184,145392210.16949153,2.0,35.96949152542373,21.5,23.88983050847457,24,33,1,32,0.9
19,2021-09-23 23:00:00,91.40333333333334,3564733.583333333,89.77999999999999,3121202.1333333333,96.54833333333332,16241070.0,96.275,18655521.28333333,104.94000000000004,134523184.4,104.44333333333334,114576920.8,97.24833333333332,113973638.4,103.26000000000003,139757482.53333333,2.0,38.173333333333325,21.5,21.615,23,38,1,19,0.9
20,2021-09-24 00:00:00,91.56166666666668,4295044.883333334,89.94333333333337,3895744.95,96.64833333333334,10313947.766666668,96.4233333333333,10507470.133333333,105.04833333333336,109506429.86666666,104.53666666666666,99543492.66666669,97.35666666666668,97069258.8,103.34666666666668,131259786.26666668,2.0,40.611666666666665,21.5,18.85833333333333,22,27,1,25,0.8
21,2021-09-24 01:00:00,91.57166666666669,5217761.466666667,89.99166666666666,4892285.683333334,96.695,8486019.383333333,96.42499999999995,7832307.933333334,105.09333333333332,92285611.6,104.57500000000002,88644531.46666667,97.41833333333332,82605299.2,103.37833333333332,126739180.53333332,2.0,40.95,21.5,18.321666666666665,20,25,1,24,0.8
22,2021-09-24 02:00:00,91.59,5889855.2,90.0,5632775.4,96.67666666666663,9019352.55,96.41166666666668,9033514.65,105.07666666666668,104705183.86666666,104.57666666666668,96065816.93333334,97.39499999999998,87657682.13333334,103.38166666666672,136252216.8,2.0,41.06166666666666,21.5,17.736666666666665,18,20,1,21,0.8
23,2021-09-24 03:00:00,91.58666666666666,6590966.216666667,90.00166666666668,6487394.183333334,96.70000000000002,6675221.6,96.41166666666666,5844640.366666666,105.06833333333331,71990672.93333334,104.585,75786764.13333334,97.41500000000003,62604199.53333333,103.38333333333338,133130493.33333331,2.0,41.04,21.5,17.463333333333335,17,17,1,19,0.8
24,2021-09-24 04:00:00,91.605,7616530.233333333,90.01333333333334,7580662.783333333,96.695,4928971.266666667,96.42333333333336,4144895.65,105.10333333333334,39431018.833333336,104.59666666666666,52523330.0,97.40500000000002,34731753.5,103.38500000000002,128677411.2,2.0,41.20166666666667,21.5,17.1,17,16,1,19,0.8
