Time	R1	R2	R3	R4	R5	R6	R7	R8	T1	T2	T3	T4	T5	T6	T7	T8	TEMP_BME	TEMP	HUM_BME	HUM	PM10	Biossido di Azoto	Ozono	Biossido Zolfo	Ossido di Carbonio
Sep 14 2021 04:00:00	1396210.95	1112525.8333333333	37516162.46666667	54907164.2	288883862.93333334	191306659.2	239233361.86666667	152187322.66666666	91.50833333333334	89.92666666666665	95.75333333333333	95.59000000000002	104.69333333333337	104.23166666666663	97.18499999999995	103.25833333333341	2	43.243333333333325	21.5	17.116666666666664	29	13	77	2	0.8
Sep 14 2021 05:00:00	1468952.6666666667	1184305.35	31977617.866666667	46662919.4	263970827.2	179162938.66666666	218443488.26666668	142526177.06666666	91.52500000000006	89.88666666666664	95.77499999999999	95.59333333333333	104.70999999999998	104.21166666666662	97.1849999999999	103.25000000000004	2	43.216666666666676	21.5	17.029999999999998	30	19	64	2	0.8
Sep 14 2021 06:00:00	1640834.0666666667	1342257.1166666667	22311129.3	30460417.633333333	206461009.06666666	148628065.73333332	170324902.4	125848637.6	91.51333333333336	89.90166666666663	95.76833333333333	95.59500000000001	104.69166666666662	104.2233333333333	97.1899999999999	103.22499999999998	2	43.15833333333333	21.5	17.02833333333333	31	34	41	2	0.9
Sep 14 2021 07:00:00	2166319.7288135593	1835541.186440678	8948224.728813559	8082989.203389831	99297188.27118644	89429814.77966101	92901960.7457627	109083654.77966101	91.54406779661018	89.91864406779658	95.77118644067791	95.58644067796612	104.71694915254236	104.23559322033896	97.19322033898298	103.2423728813559	2	43.220338983050844	21.5	16.95932203389831	33	58	17	2	1.0
Sep 14 2021 08:00:00	3175748.35	2863602.6666666665	5820681.25	4541863.333333333	48343155.13333333	57843280.46666667	59028129.8	103747691.6	91.53333333333335	89.9333333333333	95.73999999999998	95.55666666666669	104.70166666666667	104.21999999999996	97.1816666666666	103.1733333333333	2	43.245000000000005	21.5	16.936666666666667	34	63	14	3	1.0
Sep 14 2021 09:00:00	3860208.9	3596460.8	15419794.366666667	19742079.266666666	124565590.26666667	106941916	129020125.66666667	119982672.4	91.58833333333335	89.97166666666666	95.79166666666667	95.6316666666667	104.72333333333334	104.22499999999995	97.20333333333323	103.21666666666668	2	43.32833333333334	21.5	16.948333333333334	32	42	42	3	0.9
Sep 14 2021 10:00:00	3232813.566666667	3043388.2333333334	28302905.466666665	42000287.46666667	229620606.4	166832310.66666666	203310746.66666666	138888846.26666668	91.555	89.95833333333333	95.77166666666669	95.6116666666667	104.73333333333333	104.22499999999997	97.18999999999991	103.21499999999997	2	43.41499999999999	21.5	16.97	29	26	65	2	0.8
Sep 14 2021 11:00:00	2281474.186440678	2104082.881355932	45284234.711864404	67101596	319008153.4915254	212841931.93220338	268783000.40677965	162052066.16949153	91.52881355932203	89.9101694915254	95.79661016949157	95.59491525423732	104.75593220338985	104.2152542372881	97.18644067796606	103.21355932203389	2	43.19491525423729	21.5	17.057627118644074	24	17	91	2	0.8
Sep 14 2021 12:00:00	1647301.6166666667	1452340.9666666666	52046862.46666667	74872269.6	355022539.2	227942128	290713765.06666666	166922233.86666667	91.56500000000004	89.93833333333332	95.81333333333336	95.66333333333337	104.77833333333338	104.2683333333333	97.19666666666659	103.28333333333343	2	43.763333333333314	21.5	17.064999999999998	23	17	103	2	0.8
Sep 14 2021 13:00:00	1380001.2166666666	1164496.6	57457196.86666667	81821875.86666666	384596803.2	241666423.2	312634927.46666664	170153701.33333334	91.57333333333331	89.98666666666664	95.81500000000004	95.68166666666669	104.77666666666671	104.24666666666664	97.20999999999991	103.28333333333343	2	44.509999999999984	21.5	16.52666666666666	21	18	122	2	0.8
Sep 14 2021 14:00:00	1190898.9666666666	971766.7833333333	72033194	101238531.33333333	437016060.8	265023547.46666667	357389000.53333336	183807404.26666668	91.56333333333335	89.93499999999997	95.81833333333333	95.6866666666667	104.78333333333333	104.24666666666666	97.20166666666661	103.29500000000004	2	44.451666666666675	21.5	16.265	20	14	146	1	0.8
Sep 14 2021 15:00:00	1095843.9333333333	872684.8	74542431.06666666	104126069.2	460486673.06666666	272516659.73333335	359045512.53333336	190870420	91.5666666666667	89.96333333333331	95.83500000000002	95.70166666666665	104.83833333333332	104.28666666666668	97.22666666666666	103.3166666666667	2	44.550000000000004	21.5	15.761666666666674	19	12	152	1	0.8
Sep 14 2021 16:00:00	1035875.3833333333	817756.2	76382211.46666667	106391429.33333333	474353435.73333335	278279297.6	370944720.53333336	191712788	91.56500000000001	89.92833333333333	95.83333333333334	95.70166666666667	104.83333333333334	104.29833333333332	97.20833333333329	103.31833333333338	2	44.523333333333326	21.5	15.998333333333338	22	15	158	1	0.8
Sep 14 2021 17:00:00	1020906.4833333333	801788.3666666667	79681109.33333333	112202987.33333333	472476181.8666667	276390398.4	370647385.6	185322546	91.55000000000001	89.92166666666664	95.81333333333336	95.69500000000002	104.8133333333334	104.25999999999999	97.19666666666656	103.28500000000005	2	44.30833333333333	21.5	16.460000000000004	27	21	160	2	0.8
Sep 14 2021 18:00:00	1028673.35	806826.75	80683077.06666666	111858644.4	449199535.46666664	264285861.06666666	342237673.6	160511243.53333333	91.55833333333334	89.92499999999997	95.81500000000001	95.68166666666666	104.77833333333338	104.25500000000001	97.2016666666666	103.29000000000005	2	44.236666666666636	21.5	16.805	30	30	148	2	0.8
Sep 14 2021 19:00:00	1063106.186440678	837695.4915254237	77077105.49152543	107151734.6440678	414989915.11864406	248936009.22033897	323540021.69491524	157653186.44067797	91.52881355932207	89.93050847457624	95.81355932203394	95.66610169491523	104.78305084745772	104.2559322033898	97.19491525423722	103.27627118644074	2	44.010169491525446	21.5	16.713559322033888	28	38	128	1	0.9
Sep 14 2021 20:00:00	1131245.6333333333	895000.1333333333	69351234.33333333	96412670.8	364919610.6666667	225331288	283262965.06666666	148820134.4	91.51666666666665	89.86000000000004	95.81833333333336	95.66333333333334	104.7583333333334	104.25833333333334	97.21166666666662	103.25833333333341	2	43.34	21.5	17.37000000000001	30	42	103	1	0.9
Sep 14 2021 21:00:00	1215486.85	968013.1166666667	60091427.53333333	84144556.66666667	324514312.53333336	206132038.4	258711887.46666667	148580277.33333334	91.49833333333336	89.88166666666666	95.82166666666666	95.68333333333334	104.77333333333331	104.2333333333333	97.23833333333324	103.23500000000003	2	42.823333333333316	21.5	18.173333333333332	30	39	88	2	0.8
Sep 14 2021 22:00:00	1261942.8333333333	1005665.95	57579258.4	82392777.46666667	328133172.8	209412913.06666666	268998709.06666666	156734789.06666666	91.48666666666668	89.88499999999999	95.79	95.67666666666672	104.73999999999998	104.24166666666663	97.1999999999999	103.25500000000005	2	43.05333333333332	21.5	18.183333333333334	30	26	96	2	0.8
Sep 14 2021 23:00:00	1277508.0666666667	1022295.6666666666	52596581.86666667	75488484.4	322931505.06666666	207145338.66666666	263667864.26666668	155241442.4	91.49166666666666	89.91166666666668	95.80666666666667	95.66833333333334	104.74333333333335	104.2333333333333	97.18499999999993	103.23833333333336	2	43.07666666666665	21.5	18.168333333333337	29	23	91	3	0.8
Sep 15 2021 00:00:00	1321140.9166666667	1059064.3333333333	47025033.8	68034247.6	308239254.4	199953582.13333333	254272555.46666667	151152482.66666666	91.51500000000001	89.87499999999999	95.81833333333336	95.65833333333336	104.75666666666666	104.23499999999997	97.19999999999992	103.25833333333338	2	43.33666666666666	21.5	17.93166666666667	30	22	87	3	0.8
Sep 15 2021 01:00:00	1350279.65	1083734.1166666667	46924438	69032293.73333333	316948452.26666665	205516720.8	260789591.73333332	162481011.2	91.50999999999995	89.86166666666668	95.80833333333334	95.67833333333334	104.73500000000003	104.25	97.18833333333326	103.24500000000003	2	43.09666666666667	21.5	17.955000000000005	30	19	89	5	0.8
